;documents;0;1;2;3;4;5;6;7
1474;En ayant le mm genre en marque plus cher jai voulu tester celui ci !jai fait un œil chaque mascara et celui la est un bon dupe je trouve en tt cas il est vraiment pas mal !je recommande;0.038604385487232724;0.001930009444518385;0.0;0.008465993775246667;0.0;0.0012571219905903978;0.0;0.0
1475;Un peu cher mais sinon un produit très utile et pas trop gras, je recommande , je dois rajouter un phrase donc voila;0.0004067214599217312;0.0;0.0017801060846562894;0.016051985394860583;0.0;0.0;0.0;0.0
1476;ne colle pas comme le gel, dure toute la journée, n'est pas gras comme la cire, je n'utilise plus que ça;0.0015331952619111338;0.001220093850394669;0.007389239910565689;0.07272992748897526;0.0;0.0;0.0;0.0
1477;bonne crème coiffante comparable à celles trouvées cher un coiffeur et beaucoup plus chère .. ne pas hésiter à l'acheter ici plutôt que chez son coiffeur. Parfaite pour se coiffer sans faire un effet cheveux gras, on peut passer sa mains dans les cheveux et cela reste agréable, on ne trouve pas l'effet gel. Très bonne tenue. Seul bémol pour les perfectionnistes, le flacons n'est pas en français mais ne pas en tenir rigueur;0.0013551936260582612;0.00680883098363107;0.004360535655850477;0.03130394474763132;0.0020070612647897688;0.002452565450852945;0.0017177059026543557;0.0010327529445742349
1478;Très bien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1479;Super produit, rien à dire !! Je recommande !!;0.2907399504984044;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1480;Normalement ces bouteilles sont envoyées avec un bouchon et la pompe à côté.;0.0006270592176022814;0.0008498632303228934;0.0009235944375680329;0.005437261803956134;0.000704009111510145;0.00011852973908766306;0.0;0.0
1481;Ici, la pompe a été mise sur le flacon avant l'envoi ce qui, évidemment, produit un écoulement du produit pendant le transport et on reçoit la bouteille et la pompe toutes poisseuses de shampooing.;0.0010547518144302856;0.0028837121816275867;0.004632258157376115;0.015883535623878026;0.005431217837671355;0.00047094541976606057;0.0005972914638112574;0.0
1482;Il faut donc tout nettoyer avant de pouvoir l'utiliser... Il faut vraiment revoir les procédures d'envoi.;0.0;0.00030073363895270067;0.0;0.03423475651959096;0.0004478475864406818;0.0;0.0;0.0
1483;Super produit !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1484;Une seule noisette suffit pour toute la tête, il mousse beaucoup, et mes mèches blonde jaunissent beaucoup moins vite.;0.0017497667033935466;0.0005427938289812469;0.0011469193473407095;0.017147950927243347;0.0007122732480645792;0.0022318256660862896;0.001047988274872634;0.0
1485;Je ne vois que par ce shampooing, aucun autre ne me convient;0.0;0.0020875961090122074;0.0021489287558270117;0.011808247659995271;0.0005610853347372402;0.00035010517741906996;0.0;0.0
1486;Parfait pour les cheveux blanc et terne, ils ont un aspect soyeux et souples, et un beau gris argenté,  reste un peu cher.;0.0014265617926793024;0.0002881670401455482;0.00017138548215558458;0.011024412749003933;0.00025479792788196903;0.0013523530974970037;0.0028691677630464183;0.008375414658775842
1487;"La boite d'ampoules se""baladait"" dans un carton beaucoup trop grand et ce n'est pas le morceau de papier froissé qui pouvait arranger l'affaire car bien trop petit. Lui aussi se baladait.";4.860775228075496e-05;0.003878599711327098;0.0002738064544712459;0.0061280005979690985;0.0;0.0005622809606765217;0.00022159752903649113;4.166568358214535e-06
1488;Mon produit n'a pas été  détérioré, mais cela n'a pas été le cas pour tous les clients si j'en crois leurs avis déposés sur le même sujet.;0.00013197545179861932;0.0009971956402921433;0.0003357787452587813;0.0029244119705503545;0.0004784532811671322;0.0003703067980728065;0.00015098445713979285;0.0
1489;Envoie très rapide en 1 jour . Emballage parfait. À peine reçu déjà essayé . J'adore l'odeur de ce shampoing, ne tache absolument pas les mains . À voir avec le temps l'efficacité du produit . 5 étoiles pour l'envoi rapide !;0.0038589286170219806;0.006268665509276328;0.05907333400145926;0.020875231161986856;0.016831130548121492;0.005699924300498997;0.000988378762561643;0.0
1490;"difficile de donner un avis sur un tel produit acheté il y a peu, donc encore peu expérimenté; au 1er essai, satisfaisant";0.00021900181139601995;0.0034479968429056308;0.0;0.019407917458537524;0.0008831101865666487;0.002314012063590455;0.0;0.0
1491;Lorsque j'ai commandé ce produit, il était à moins de 10 € avec un livraison premium, soit 6 € de moins que chez mon coiffeur.;0.0026647074145722603;0.007698189331162713;0.0002036682147439509;0.008144458224276084;0.013761216218591572;0.005073456267555535;0.0012567142883919155;0.000671754915526828
1492;J'espère que cette offre sera de nouveau bientôt disponible.;0.0;0.00019367835199767986;0.0;0.0012321636928419508;2.0550497505181166e-06;0.0004146227059777417;0.0;0.0
1493;Le produit en lui même est le meilleur produit coiffant que j'ai utilisé : invisible, texture et parfums agréables, bonne tenue.;0.0;0.0010705258180638824;0.013548586645793122;0.05430224217225564;0.0;0.0;0.0;0.0006040300677809275
1494;Produit efficace pour ralentir la chute des cheveux;0.00039551411813913435;0.0;0.0023961941197930573;0.03110545938449903;0.0;0.0;0.0070578575541228716;0.0
1495;Jolie teinte pour ma peau claire ne tiraille pas, couleur ne tirant pas sur le jaunâtre, bonne couvrance, bonne tenue je recommande;0.050527204125051996;0.0;0.0;0.08935531317329978;0.0;0.0;0.0;0.0
1496;Très bon produit qui allonge les cils et ne fais pas de paquets.;0.0013217489519632148;0.0012329298925957727;0.0;0.009429835340393577;0.0004148102443034945;0.0;0.0;0.0
1497;J'ai reçu le colis avant la date de livraison prévue.;0.0020739637149849986;0.004037672686485185;0.0;0.007610311668925917;0.019416483365942143;0.004063175464152987;0.0006497736454934059;0.000599429763132309
1498;Bien emballé et bien fermé. Par contre... Pas rempli en entier ! C'est normal ? Il doit manquer 2/5 de la bouteille ! C'est abusé pour le prix...;0.0006126563489044544;0.03989659851771049;0.0009712110377240669;0.001394512960184679;0.001014249015913174;0.0;0.00029850764157220757;0.0
1499;Sinon, le produit en lui même vaut le coup. Utilisé 2 fois, et déjà l'impression que mes cheveux sont plus doux, moins emmêlés et plus fort.;0.0;0.0019186315819944015;0.0015781997448523232;0.03405869698141507;0.0003213536938642607;0.0007474505010702312;0.0;0.08036944387962416
1500;Malgré les avantages pour mes cheveux, je ne le recommanderai pas. Trop cher pour la quantité...;0.10161095160285971;0.0034802044638137953;0.006175586143675717;0.0;0.0;0.0;0.0;0.0011084202006285172
1501;Produit conforme de la marque l'oréal. Parfait pour mes cheveux méchés qui ne virent pas au jaune mais gardent une teinte platine.;0.0010371727872645852;0.0005653067429812595;0.0;0.022703322312940026;0.07912972206063905;0.0020238129162301398;0.0020419270702314355;0.0
1502;Poudre commandée en r2c2 en accord parfait et reçue en true match !  Inadmissible!!;0.0002931008974773174;0.0009278294925315043;0.0;0.009606917273000502;0.006684499185058853;0.0015899437655468932;0.0003133051839439812;0.0
1503;Super produit ! Je recommande pour des pointes sèches et abîmées pour garder ses cheveux long.;0.06709355892459107;0.0;0.0008893474494928179;0.0083482770853618;0.0;0.0016252048498522716;0.0005650566311250487;0.0
1504;Mascara très correct qui sépare et allonge les cils. Brosse longue. Bonne tenue et pas de transfert sous les yeux en fin de journée, d’ailleurs, il n’est pas facile à démaquiller.;0.0015764628933543283;0.003988443185424978;0.0002745695139354886;0.03416176127118983;2.354174592446849e-05;0.0007218222819812029;0.000727051514638791;0.0
1505;Mon regret est qu’il ne recourbe pas les cils.;0.000218132586345601;0.0;0.0;0.002545517105818683;0.0;0.0006762934217666322;0.00037273520760592455;0.0
1506;Conforme à la description, parfait !;0.0;0.0;0.0003542440919682677;0.0;0.23286552618197368;0.0;0.0010833056625261328;0.0
1507;Excellent mascara ! Apporte un volume très satisfaisant ! Facile à appliquer grâce à sa brosse qui distribue la bonne quantité de produit!;0.0006657313894673123;0.0034751464030872412;0.002178908803791076;0.03398671904035793;0.00022211116664090638;0.0;0.0;0.0
1508;Ce masque est vraiment MON MASQUE PREFERE. J' ai les cheveux méchés et je l' apprécie vraiment en complément du shampooing. Il laisse les cheveux doux et facilite le coiffage;0.00023497809953503882;0.0017160135136186274;0.0012938164173392555;0.010067293342419755;0.0;0.0;0.002283337617772656;0.06889952865416286
1509;Facile d'application et léger pour la saison d'été je recommande ce produit à celles qui veulent un joli teint naturel;0.06290922363012816;0.0;0.00454077604647208;0.05105268084831806;0.0;0.00012284150204398977;0.0013333427381358334;0.0
1510;Super satisfaite de ce produit. Je n'ai pas trouvé d'équivalence en qualité de produit waterproof pr le moment. Et moi qui ai des yeux sensibles et qui pleurent facilement avec le froid ou le vent je l'adore il tient bien et s'enlève facilement. Je recommande.;0.03939599696098181;0.0006934440726998712;0.0;0.015116830804231537;0.0;0.06071421648966977;0.06171604311576372;0.0
1511;Une révélation pour moi .  J'adore je ne M en passe plus ..;0.0004109849861982537;0.00019454940900922582;0.0;0.00523604675818832;0.00034621696902686737;0.0007959372621826809;0.00015599549181419253;0.0
1512;Apres avoir essayé d'autres crèmes similaires pour soigner les cheveux secs et abîmés, celle-ci me semble la plus efficace. A tester!;0.002145916117629634;0.0010253394517379946;0.0013921512672335778;0.04734948260861107;0.0014890182325137872;0.0016943294814541728;0.0072961681409988806;0.0
1513;Reçu , mascara classique;3.172638866857012e-05;0.0012817631838080983;0.0;0.008871921606447753;0.011934432920036715;0.0;0.0006153843356396995;0.00017467251923850938
1514;Super gel en cire, il me fait largement 8 à 12 mois, pas besoin d'en mettre beaucoup et fixe très bien. Je recommande.;0.0690243041252804;0.000317599847768934;0.00012173799911189019;0.02052985248161264;0.0;0.001719396386581063;0.0013557165233529685;5.489160012609437e-05
1515;A ce jour mes cheveux sont en bien meilleure forme et je peux constater plein de petites repousses. Mais il est encore tot pour donner un verdict définitif car il me reste 3 semaines de traitement.;1.2922454333450281e-06;0.005552023383798673;0.0;0.01999455154378486;4.0975033749191626e-05;0.0010883717526600127;0.0;0.0
1516;Je suis satisfait de la rapidité de livraison, du prix et de l'usage quotidien que j'en fais. Cependant, pour les résultats je préfère attendre un peu pour donner un autre avis plus pertinent...;0.0017903886324095427;0.045072904718014346;0.0;0.018490339142807684;0.008481276047479558;0.003329473072020607;0.0;0.0008423516608377092
1517;Crème violette anti jaunissement à bien rincer sinon le blond devient un léger blanc violacé;0.0012591891359825728;0.0008184258664376563;0.002555950748430174;0.017541727306629618;0.0006134346231085769;0.0025070007603272162;0.001703447700530271;0.00018633554221572
1518;C’est un très bon produit je le recommande il est facile d’utilisation. L envoi de la commande à été conforme;0.08278318411944308;0.0;0.0;0.040375541224501245;0.12755075983195202;0.0;0.0;0.0028975168411331893
1519;C'est exactement ce que j'attendais.  Je l'ai acheté sur le conseil d'une amie qui m'a dit que c'est la meilleure pâte au monde, je verrai bien..  La livraison s'est bien passée.;0.0023655157436901454;0.004679297841038571;5.755311250919915e-05;0.011920677563350017;0.008517495528032298;0.0031688985447793794;0.0;0.0010526511014161265
1520;"Voilà un presque Dupe du célèbre mascara de TF. J'en suis adict mais il a un cout certain...j'ai donc testé celui ci qui ;lui ressemble beaucoup et je ne suis pas déçue. La brosse attrape bien les cils,moi qui déteste les petits picots en silicone, je retrouve enfin une bonne vieille brosse bien dense.  il allonge bien les cils et leurs donne du volume. C'est un très bon produit.";0.0009408863910076887;0.00428903264718116;0.0004021475209064787;0.015077946617301137;0.0003870507809078471;0.0007722280150848739;0.00032215119104223147;0.0
1521;Une étoile en moins, il peut faire quelques paquets, surtout au début.;0.0006615947378741875;0.0017176443543956517;0.0;0.006636630130449905;0.00031982769759927014;0.0;0.0010894021051216741;0.0
1522;"Mon utilisation est pour mon blanc que j'ai sur un tie and die, et c'était pour ""neutraliser"" les reflets argentés et ça marche avec ce shampoing !";0.0005280699537806314;8.11576906614653e-05;0.0;0.018179461977032275;0.002473158766378211;0.0003611515863845649;0.0010209566138158252;0.0022208720219221794
1523;Donc rien à redire dessus, je recommande;0.13658763909833935;0.0007308883995810866;0.00044317087827682816;0.0;0.0008329308543245378;0.0013080031544666158;0.0;9.524853689042787e-05
1524;je  connais ce shampooing depuis des années, c'est super....j'en racheterai, a recommander a toutes les femmes qui ont les cheveux blanc;0.07020384970643485;0.0007639641020197337;0.0;0.011507588896940507;0.0;0.004162424485989175;0.001673577897673114;0.0
1525;J'aime beaucoup ce shampoing, il répare instantanément le cheveu, il n'y a pas besoins d'en mettre beaucoup parce que c'est un produit très concentré, je suis fan et je recommande;0.0560733389718061;2.416367747258977e-05;6.314790705512799e-05;0.011787395326392069;0.0;0.00019430316764956844;0.0010284364707614387;0.0014163968022932664
1526;Très bon produit, ne laisse pas de résidu, et ne donne pas l'effet cheveux mouillé si la quantité utilisé n'est pas trop importante. Sèche très rapidement. Le prix est selon moi pas excessif par apport à la qualité du produit.;0.0;0.03990423204596767;0.000685621157922904;0.04063250495356145;0.0013117426238892906;0.0;0.07557847662483513;0.0
1527;Produit efficace si on suit le traitement comme il faut. Néanmoins, Il graisse un peu les cheveux à la racine ..;0.0;0.0;0.0019225693222999192;0.03677131222506798;0.0;0.00017682390937663947;0.0060973567375773845;0.0
1528;un ancien classique de la marque que l'on ne trouve plus à la vente;0.0006364234789613826;0.004652348986930017;0.0;0.012922606694034597;0.0;0.0024419800433286144;0.001083697981991699;0.0
1529;très pratique: tout y est en une palette regard;0.0;0.0;0.0021122729196464667;0.009497827793651083;4.602669722654441e-05;0.0;0.003214184444047772;0.0
1530;envoi rapide et soigné;0.004314164045861316;0.0038435949789931206;0.0;0.000831430229306268;0.012058606788133202;0.0048934466888007995;0.0003415759609066966;0.0014961379482062176
1531;Plusieurs fois que je commande ce produit et tout est correct, je conseille vivement, tout est parfait et la commande s'est bien passée.;0.007559717511288802;0.006141603134041741;0.00046633097428452777;0.015040345118241575;0.0065779837225332025;0.0029212641004203507;0.0010775035784671351;0.0010117403264340275
1532;Bonjour,;0.000818570592687549;0.0;0.0;0.002801900246005399;0.0;2.8779532794328445e-05;0.0;0.0
1533;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1534;voici non pas une couleur mais un gel de repigmentation pour cheveux blancs.;0.0006602286540924377;0.0004441963022894551;0.0;0.029021459580983636;0.0017089921080768783;0.0021140366287562876;0.0031816176410521917;0.0
1535;d'abord il y a un petit test au niveau allergique à faire car le produit contient des ingrédients et certains personne peuvent devenir allégique ou bien même faire une réaction.;0.0;0.005417099404822305;0.0013408733624558462;0.008192642428321595;5.839391297914517e-05;0.0006053520298418128;0.0;0.0
1536;Il faut plusieurs application donc plusieurs scéances pour que le résultat soit vraiment visible. cela attenue les cheveux blanc sans donner l'effet d'une couleur.;0.00015829984684286621;0.0007103398391978593;0.0;0.04561757899614155;0.0024681771399113076;0.0028802658844842175;0.0013486944134070168;0.0
1537;Les cheveux blancs s'estompent au fur et à mesure .... au moins ça fonctionne, donc 5 étoiles car le résultat est la malgré le cout du produit.;0.0004738621300250059;0.0013173683823115108;0.0;0.015468497243559063;0.002054151969010481;0.0015264603565950394;0.0017096174883367466;0.0
1538;Parfait pour passer d'un blond jaunâtre a un beau blond cendré ou blanc pour ma part j'ai pas laisser le shampoing agir longtemps car je voulais juste un beau blanc et était parfait :) je vous le recommandé vraiment il vaut le coût ! En plus il m'en reste une tone :) trop fier de cette achat :)!!!!!;0.036751351799392845;0.0012459813942169117;0.0;0.01574075208701658;0.002466864645061943;0.00582499410456464;0.0022154069310055956;0.0
1539;c'est bien car il fait ce qu'il annonce : allonge bien les cils, la brosse est correcte, la couleur est parfaite, se démaquille facilement;0.0006872322557450968;0.003894645213988064;0.0;0.020947094363248982;0.0014145029310827465;0.0020296725102366183;0.0012831131027429246;0.0
1540;c'est bon car c'est un produit Loréal est que la qualité est là;4.42802698763088e-05;0.0006043732629918163;0.0;0.0;0.0;0.0003226735816956507;0.15566257739091316;0.0
1541;mais car il y toujours un mais ... produit indispo chez amazon (attente de 1 à 2 mois! )(on a vite fait d'aller acheter qq chose d'autres en magasin !!);0.0004905109424184935;0.0041337905724598565;0.0;0.01577220489309924;0.003332410037829084;0.0028104436202679474;0.0;9.599606820004185e-05
1542;Produit identique à celui du coiffeur et pour moins cher, c'est tout bénef, je recommande sauf qu'il n'y a pas la pompe mais bon ce n'est qu'un petit détail...;0.060764914258379876;0.008578451985206376;0.0015358391468728038;0.010624418439853664;0.0009647752159841619;0.0006191188661855925;0.0011653431221609453;0.0
1543;je l'ai utilisé une fois : agréable, cheveux très soyeux, je n'ai pas remarqué de reflets nouveaux sur mes cheveux gris - peut-être après plusieurs lavages?;0.00023672411856337337;0.0;0.0;0.029076849977343753;0.0;0.0011191924090696067;0.001030579387895729;0.0066899854091252795
1544;Vraiment super en association avec le shampoing et le sérum de la même gamme ! Laisser poser entre 3 et 4 minutes et au rinçage vous sentez déjà la différence! C'est tout simplement génial! Vos cheveux seront doux et soyeux, un vrai bonheur au quotidien. Et en plus il sent super bon!!;0.001870283210563279;0.001484410826990838;0.0006914155570344764;0.013049619797672907;0.0009489049863762014;0.002380348029619859;0.0011974892510904012;0.06335157219516348
1545;Soin qui marche au niveau de la couleur du cheveux (plus blond ou blanc) mais assèche beaucoup;0.0019040162063580991;0.002020820202144757;0.0;0.03848567346918507;0.002079248878258993;0.003283682723566718;0.0036902500432129306;0.0
1546;étant une inconditionnelle de redken j'ai voulu essayer l'oréal pour une raison purement financière ! plus de quantité pour moins chèr !;0.00029573885315685114;0.0018822574182392245;0.0028818684776516145;0.005931846842445692;0.00092570469346645;0.0013754525435431925;0.002000702240981752;0.00034083157811015945
1547;je trouve que le cheveux est plus raplapla ! l'odeur est bonne ! très peu de quantité à mettre pour un effet max mais le cheveux est quand même plus lourd;0.00045796870448915343;0.0027284269153631923;0.08685131451330526;0.01013093750923557;0.0;0.0;0.0;0.00016211876769420228
1548;????????????;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1549;Fait des paquets je suis  un peu déçue;0.0;0.0;0.0;0.0008734827849073727;0.0;0.0;0.0;0.0
1550;Super rapide la livraison produit conforme a la description je recommande;0.09494818073315775;0.005951703102315354;0.0;0.0;0.1774539569938197;0.00606394746571943;0.00037002838924667136;0.001466054160114839
1551;Super shampoing rend les cheveux très doux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32611618450230545
1552;Vraiment super je suis super satisfaite je recommande ce produit , les cheveux sont soyeux doux et le brushing facile à faire bravo;0.08235495382005636;0.0;0.0;0.0107385536774339;0.0;0.1250063411445305;0.0;0.12172332470267383
1553;"Si le produit par lui-même est remarquable, le système de ""pompe"" ne fonctionne pas du tout !";0.0;0.0011550324134966688;0.0012640579256124947;0.008061897852450407;0.00048458032165988094;0.0007704141927497547;3.699283666170208e-06;0.0
1554;il faut ouvrir le flacon pour récupérer une dose de produit, inacceptable pour cette marque !;0.0003659325606051689;0.003253926022160721;0.0026929653728945332;0.013451351665341851;0.0;0.0011289786038451645;0.0011115262937160869;0.0
1555;Shampoing de qualité salon à un prix très abordable.;0.0;0.08045350849912485;0.0004948420416358938;0.0;0.0006189806785180984;0.0;0.14694015539464547;0.0
1556;Il respecte les cheveux qui sont doux et soyeux après le lavage, même sans utiliser le masque de la même gamme (que je vous recommande quand même).;0.06720104256416008;0.0005591796531867613;0.0;0.03212566984213627;0.0;0.0;0.0014338036214531986;0.10118146158379411
1557;Super produit qui rend les cheveux doux et brillants ! Je l'adore et l'utilise depuis plusieurs années ! Je ne m'en lasse pas !;0.0007426370362297585;0.0023528741238332857;0.0;0.007081826422355937;0.00015518814184244573;0.011775006146015555;0.0;0.1152300114748809
1558;Palette idéale pour avoir un teint zéro défaut.;0.0005462478872424014;0.0;0.0;0.025667699502507347;0.0;0.0;0.0;0.0
1559;Se fond très bien sur la peau à condition d avoir la main légère;0.0;0.0;0.0012623384351969154;0.11038336033244109;0.0;0.0;0.0;0.0012082747571787059
1560;Pour les cheveux, bonne odeur;0.0;0.0;0.36894137257706683;0.0;0.0;0.0;0.0;0.0
1561;Excellent produit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1562;Je n'ai reçu ce produit qu'il y a une semaine ce qui est relativement peu pour se prononcer.;0.0002816813180894203;0.0008897743518121043;0.0;0.019034160440332987;0.010154522780158522;0.0;0.0006497814513252013;0.0
1563;Cependant j'aime beaucoup le packaging très classe.;0.0002347635626147802;0.0003503290674235845;0.0017319327654233508;0.0020663214607564524;0.0;0.00013488400354010275;0.0008882801402823757;0.0
1564;La texture est agréable et sent merveilleusement bon.;0.0;0.0;0.021845426149736502;0.025752096383111205;0.0;0.0;0.0;0.0
1565;"J'ai tout de même l'impression qu'elle laisse un fini ""gras"".";0.00024936098098502917;0.0;0.0026579869705078488;0.033831657640850686;0.0;0.0;0.0;0.0002423168343096369
1566;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1567;Ci-joint des photos du produit à l'ouverture.;0.0;5.266924398862431e-05;0.00012174671203301872;0.0010360407637216716;0.0043114366325330234;0.0005481742063464917;0.0;4.23348086257669e-05
1568;J'ai reçu ce produit en réduction pour un avis simple et honnête.;0.0;0.0004669503404685621;0.0;0.009450412835565395;0.006907009165386406;0.0;0.00021766685541909568;0.0
1569;"Si ce commentaire vous a plu et satisfait appuyez sur ""Oui"", je reste disponible si vous avez d'éventuelles questions !";0.0012884968284950348;0.0011923429409875278;0.00020401718126622883;0.0030933658295102364;0.0005389885376037106;0.0004456814083942991;0.0;0.00016096571188111618
1570;Produit conforme à la description proposée. Je l'utilise principalement pour faire coiffer une perruque aux cheveux mi-longs. Ça fonctionne plutôt bien.;0.0;0.0;0.0;0.020420057969519453;0.08011971090532392;0.0;0.0;0.0008045431957124575
1571;ce shampooing est d'un trés bon rapport qualité / prix voila c'est tout. n'hésitez pas à le commander. bye bye;0.00047778789416288113;0.09969833990727657;0.0;0.0;0.0002858242162437808;0.0;0.11298001141517826;0.0
1572;Très satisfaite de ce shampoing qui est très efficace pour déjaunir le blond et garder une belle couleur mais il est aussi très efficace pour les cheveux gris (j'ai des mèches blondes et des cheveux gris en racines) le gris est brillant et se fond dans le blond c'est très jolie, les cheveux sont beaucoup moins ternes. C'est un shampoing que je recommande.;0.03579479720553159;0.0;0.0018757985366520283;0.050328744202178415;0.00024328141336946608;0.05403552401084117;0.008972510994529137;0.0
1573;Reçu en très bon état je suis professionnelle et j'adore ce shampooing idéal pour els cehevux colorés évite a la couleur de trop degorger et la rend lumineuse;0.0007268698535451466;0.00044185827566452414;0.0;0.021769529402107076;0.006454255822265615;0.0015790376210118337;0.0036143896343783896;0.0004527452730458208
1574;très bon shampooing, sent très bon ce qui ne gache rien !!!;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.271561087267105e-163
1575;seul bémol, dommage qu'il n'y ai pas de pompe !!!;0.0;0.002149285764976746;0.004645506410678115;0.01399481538229531;0.0010489177928033203;0.00026765968566951987;0.001462079184771182;0.0
1576;livraison rapide !;0.00797758640908118;0.010808566449665;0.0;0.0;0.029809686908835314;0.010643989400992182;0.0;0.0033871195126053116
1577;Produit utilisé par les coiffeurs et vendu au détail en petit pot assez chez,  rendu accessible sur amazon  par la grande contenance (500ml) à prix très intéressant. Dure longtemps et es vraiment de bonne qualité .;0.0;0.04828125105088946;0.0007699945278989035;0.026444905262322693;0.0;0.0006382982027542808;0.0716459508921695;0.0
1578;Livraison en outre super rapide.;0.00797758640908118;0.010808566449665;0.0;0.0;0.029809686908835314;0.010643989400992182;0.0;0.0033871195126053116
1579;J'aime beaucoup donne meilleur mine très douce, très bonne marque je n'utilise que l'Oréal ! très satisfaite , je l'ai commandée parce qu'elle était moins chère qu'en super marché , mais maintenant s'est à peu près équivalant !;0.00043208372656394376;0.004378335885654229;0.0008887602484447349;0.03184730921285726;0.00036635786475541787;0.09564324751003314;0.0019817009643455907;0.0
1580;Crème légère et assez couvrante, odeur agréable, fluide... Parfait !;0.0001300939924154549;0.0;0.1239902984874033;0.005001775505023881;0.0;0.0012945312880710742;0.0;0.00032972387328176014
1581;Toujours satisfaite de ce produit pour mon époux mais pas très satisfaite d'amazone car il était mis pour trois produits commandés le moins cher des trois était gratuit mais incapable de profiter de cette offre!!!;0.0;0.0;0.0;0.0015180970450616774;0.0;0.1270849013082574;0.0;0.0
1582;C'est un bon shampoing qui certes dure longtemps au vu de la taille du tube et parce qu'on a pas besoin d'en mettre une tonne pour bien laver mais je n'ai pas particulièrement ressenti qu'il me faisait les cheveux plus doux ou les rendaient plus beau comparé à d'autres shampoings. C'est juste un shampoing basique disons.;0.0005694878933597566;0.001992751103759283;0.0014956964327994635;0.014172366230061984;0.0002747549116969059;0.0006025690121053891;0.0002973000727363121;0.05542065403551775
1583;Je suis une fidèle de l'oreal. J adore toute leur gamme. Il fait les cheveux super doux. Je recommande.;0.0877822899311;0.0005964959464904905;0.0;0.0;0.0;0.0016938693026051794;0.0008050948844897445;0.11797311620611751
1584;Je l'utilise depuis plus d'un an maintenant c'est une bonne base de maquillage surtout pour les peaux mixte ou à tendance grasse.;0.00033633934451784606;0.0;0.00013181006679808716;0.06148628798585577;0.0;0.0;0.0010512713843490134;0.0
1585;Mon maquillage tient beaucoup mieux !;0.001594307998806494;0.0005512817642326119;0.0;0.02314727695203433;0.0008979783959955506;0.002830675784124775;0.0025993774469914494;0.0
1586;Je n'aime pas du tout mes cils se collent entre eux. Et mes yeux me grattent. Dommage pour le prix.;0.0005444355210367824;0.055763174909742565;0.0013300628010691894;0.007147593821835294;0.0;0.0007050458862800256;0.0009550567571015516;0.0
1587;L'Oréal nous sert ici une belle crème de jour hydratante, c'est ce qui est plus important. C'est l'hydratation de la peau qui ralentit son vieillissement.;0.0;0.0;0.0;0.061849600754571896;0.0;0.0;0.00024374437759264034;0.0005271963727732376
1588;"Elle n'est pas grasse et pénètre rapidement l'épiderme. En plus, la petite coloration rosée vous donne un teint plus frais, plus jeune. Quand on passe la quarantaine, c'est bien d'avoir ce petit plus dans une crème ;-)";0.00020670644154291152;0.007078793485860806;0.0018014169216105992;0.02991807709237012;0.0019597126893046973;0.0006684379498028653;0.0004581997154554912;0.0
1589;Je suis sujette à des réactions allergiques cutanées, et pour l'instant, après une semaine d'utilisation, aucun effet indésirable ne s'est manifesté. C'est un bon produit !;0.00013167372096140192;0.0;0.0;0.01820724373798044;0.0011794971133603023;0.001219875141268953;0.0;0.0017903201772719063
1590;Reçu hier.les couleur sont magnifique.j ai 4 palettes de ombre  à paupière mais il me manquait ces couleur superbe irise comme j aime;0.00011884878439994045;0.000313671361060139;0.0009557080426784097;0.021908695756545936;0.0054399276884880485;0.00160426763723161;0.0011128176037942228;0.0
1591;Produit que je prends régulièrement. Très satisfaite pour obtenir un trait super fin. Je le recommande pour toutes celles qui aime le trait très fin.;0.04841755283021335;0.0005353339168030131;0.0;0.006018220283069715;0.0;0.07309144734682962;0.0;0.0
1592;Je suis tres satisfaite de ce produit, je constate une net amelioration. Je renouvellerai cette cure à chaque saison. Je recommande;0.04941487286349536;0.0;0.0;0.0;0.0;0.07497632993507858;0.0;0.0
1593;ce produit redonne bien de l eclat a mes cheveux, je fait un pre shampooing avec autre marque et fait un temps de pose environ 5 minutes;0.0006653094839242477;0.001647166788117954;0.0;0.015200346815230447;0.001038495805247088;0.0015333194503096793;0.0010330765255042926;0.0005838189816733235
1594;Super produit que j’utilise régulièrement.;0.0012157205296958046;0.002866006801149808;0.0;0.018531005819044384;0.0;0.016979093323280924;4.0774321591327074e-05;0.0005816402038402694
1595;Le meilleur des BBcreme que j'ai pu tester. Donne un teint naturel et couvre plutôt bien même s'il faut rajouter un poudre pour la tenu. Ça reste un très bon produit !;0.00020203780010853419;0.0012809608899570846;0.0;0.03003597539702366;0.0;0.0010559725723539944;0.0;0.0
1596;Pour ma part j'ai essayé plusieurs soin bleu, dont celui de chez Revlon, et ça ne vaut pas la moitié de celui là !;0.0008799997930503473;0.003199228436228677;0.0;0.018342767990860626;0.0010287525805083506;0.0011022536795849218;0.003062219664738082;1.1942451495086775e-05
